Date,FacilityID,ProductID,VolumeInPallet
2024-07-07,F03,P021,39
2024-07-07,F03,P022,128
2024-07-07,F03,P023,73
2024-07-07,F03,P024,93
2024-07-07,F03,P025,49
2024-07-07,F03,P026,11
2024-07-07,F03,P027,123
2024-07-07,F03,P028,64
2024-07-07,F03,P029,74
2024-07-07,F03,P030,20
2024-07-07,F03,P031,16
2024-07-07,F03,P032,228
2024-07-07,F03,P033,94
2024-07-07,F03,P034,24
2024-07-07,F03,P035,70
2024-07-07,F03,P036,54
2024-07-07,F03,P037,265
2024-07-07,F03,P038,64
2024-07-07,F03,P039,125
2024-07-07,F03,P041,125
2024-07-07,F03,P042,41
2024-07-07,F03,P043,280
2024-07-07,F03,P044,31
2024-07-07,F03,P045,66
2024-07-07,F03,P046,179
2024-07-07,F03,P047,7
2024-07-07,F03,P048,26
2024-07-07,F03,P049,106
2024-07-07,F03,P050,141
2024-07-07,F03,P051,33
2024-07-07,F03,P052,157
2024-07-07,F03,P053,138
2024-07-07,F03,P054,46
2024-07-07,F03,P055,46
2024-07-07,F03,P056,60
2024-07-07,F03,P057,26
2024-07-07,F03,P058,63
2024-07-07,F03,P059,44
2024-07-07,F03,P060,150
2024-07-07,F03,P061,50
2024-07-07,F03,P062,79
2024-07-07,F03,P063,44
2024-07-07,F03,P064,81
2024-07-07,F03,P065,121
2024-07-07,F03,P066,67
2024-07-07,F03,P067,141
2024-07-07,F03,P068,120
2024-07-07,F03,P069,70
2024-07-07,F03,P070,36
2024-07-07,F03,P071,14
2024-07-07,F03,P074,99
2024-07-07,F03,P076,103
2024-07-07,F03,P077,212
2024-07-07,F03,P078,51
2024-07-07,F03,P079,77
2024-07-07,F03,P080,56
2024-07-07,F03,P081,215
2024-07-07,F03,P082,82
2024-07-07,F03,P083,78
2024-07-07,F03,P084,85
2024-07-07,F03,P085,26
2024-07-07,F03,P086,17
2024-07-07,F03,P087,70
2024-07-07,F03,P088,28
2024-07-07,F03,P089,128
2024-07-07,F03,P090,37
2024-07-07,F03,P091,31
2024-07-07,F03,P092,154
2024-07-07,F03,P093,137
2024-07-07,F03,P094,69
2024-07-07,F03,P095,74
2024-07-07,F03,P096,48
2024-07-07,F03,P097,107
2024-07-07,F03,P098,33
2024-07-07,F03,P099,52
2024-07-07,F03,P100,50
2024-07-07,F04,P001,920
2024-07-07,F04,P002,191
2024-07-07,F04,P003,645
2024-07-07,F04,P004,177
2024-07-07,F04,P005,35
2024-07-07,F04,P006,416
2024-07-07,F04,P007,1314
2024-07-07,F04,P008,163
2024-07-07,F04,P009,87
2024-07-07,F04,P010,2066
2024-07-07,F04,P011,305
2024-07-07,F04,P012,148
2024-07-07,F04,P013,103
2024-07-07,F04,P014,1739
2024-07-07,F04,P015,336
2024-07-07,F04,P016,63
2024-07-07,F04,P018,700
2024-07-07,F04,P019,1057
2024-07-07,F04,P020,230
2024-07-07,F04,P021,80
2024-07-07,F04,P022,161
2024-07-07,F04,P023,1626
2024-07-07,F04,P024,158
2024-07-07,F04,P026,103
2024-07-07,F04,P027,609
2024-07-07,F04,P028,137
2024-07-07,F04,P029,463
2024-07-07,F04,P030,178
2024-07-07,F04,P031,147
2024-07-07,F04,P032,84
2024-07-07,F04,P033,586
2024-07-07,F04,P034,1843
2024-07-07,F04,P035,428
2024-07-07,F04,P036,241
2024-07-07,F04,P037,521
2024-07-07,F04,P038,732
2024-07-07,F04,P039,327
2024-07-07,F04,P040,76
2024-07-07,F04,P041,334
2024-07-07,F04,P042,255
2024-07-07,F04,P043,421
2024-07-07,F04,P044,15
2024-07-07,F04,P045,353
2024-07-07,F04,P046,296
2024-07-07,F04,P047,197
2024-07-07,F04,P048,340
2024-07-07,F04,P049,1666
2024-07-07,F04,P050,256
2024-07-07,F04,P051,730
2024-07-07,F04,P052,251
2024-07-07,F04,P053,881
2024-07-07,F04,P054,332
2024-07-07,F04,P055,458
2024-07-07,F04,P056,47
2024-07-07,F04,P057,189
2024-07-07,F04,P058,223
2024-07-07,F04,P059,628
2024-07-07,F04,P060,47
2024-07-07,F04,P061,63
2024-07-07,F04,P062,557
2024-07-07,F04,P063,165
2024-07-07,F04,P064,334
2024-07-07,F04,P065,758
2024-07-07,F04,P067,225
2024-07-07,F04,P069,340
2024-07-07,F04,P070,103
2024-07-07,F04,P071,531
2024-07-07,F04,P072,846
2024-07-07,F04,P073,451
2024-07-07,F04,P074,1097
2024-07-07,F04,P075,400
2024-07-07,F04,P076,1210
2024-07-07,F04,P077,226
2024-07-07,F04,P078,717
2024-07-07,F04,P079,155
2024-07-07,F04,P080,71
2024-07-07,F04,P081,136
2024-07-07,F04,P082,2090
2024-07-07,F04,P084,367
2024-07-07,F04,P085,143
2024-07-07,F04,P087,194
2024-07-07,F04,P088,455
2024-07-07,F04,P089,1195
2024-07-07,F04,P091,643
2024-07-07,F04,P092,112
2024-07-07,F04,P093,62
2024-07-07,F04,P094,642
2024-07-07,F04,P095,148
2024-07-07,F04,P096,100
2024-07-07,F04,P097,36
2024-07-07,F04,P098,371
2024-07-07,F04,P099,936
2024-07-07,F04,P100,249
2024-07-07,F05,P002,61
2024-07-07,F05,P003,310
2024-07-07,F05,P005,115
2024-07-07,F05,P009,285
2024-07-07,F05,P010,341
2024-07-07,F05,P011,67
2024-07-07,F05,P012,906
2024-07-07,F05,P015,524
2024-07-07,F05,P018,567
2024-07-07,F05,P020,255
2024-07-07,F05,P021,177
2024-07-07,F05,P022,1104
2024-07-07,F05,P025,72
2024-07-07,F05,P026,364
2024-07-07,F05,P029,1050
2024-07-07,F05,P030,330
2024-07-07,F05,P032,93
2024-07-07,F05,P034,619
2024-07-07,F05,P035,125
2024-07-07,F05,P037,705
2024-07-07,F05,P038,1188
2024-07-07,F05,P039,357
2024-07-07,F05,P041,285
2024-07-07,F05,P042,395
2024-07-07,F05,P043,315
2024-07-07,F05,P044,573
2024-07-07,F05,P045,1035
2024-07-07,F05,P046,427
2024-07-07,F05,P048,137
2024-07-07,F05,P049,134
2024-07-07,F05,P050,87
2024-07-07,F05,P051,131
2024-07-07,F05,P052,309
2024-07-07,F05,P056,1242
2024-07-07,F05,P057,102
2024-07-07,F05,P059,583
2024-07-07,F05,P061,407
2024-07-07,F05,P062,533
2024-07-07,F05,P063,730
2024-07-07,F05,P065,1806
2024-07-07,F05,P067,545
2024-07-07,F05,P071,225
2024-07-07,F05,P072,857
2024-07-07,F05,P073,572
2024-07-07,F05,P076,424
2024-07-07,F05,P079,75
2024-07-07,F05,P080,1169
2024-07-07,F05,P081,247
2024-07-07,F05,P084,1294
2024-07-07,F05,P085,791
2024-07-07,F05,P086,104
2024-07-07,F05,P087,77
2024-07-07,F05,P088,173
2024-07-07,F05,P089,474
2024-07-07,F05,P091,143
2024-07-07,F05,P092,9
2024-07-07,F05,P093,880
2024-07-07,F05,P094,1634
2024-07-07,F05,P096,1823
2024-07-07,F05,P097,852
2024-07-07,F05,P099,730
2024-07-07,F06,P001,558
2024-07-07,F06,P002,839
2024-07-07,F06,P003,1264
2024-07-07,F06,P004,700
2024-07-07,F06,P005,65
2024-07-07,F06,P006,467
2024-07-07,F06,P007,107
2024-07-07,F06,P008,350
2024-07-07,F06,P009,80
2024-07-07,F06,P010,406
2024-07-07,F06,P011,303
2024-07-07,F06,P012,316
2024-07-07,F06,P013,536
2024-07-07,F06,P014,273
2024-07-07,F06,P015,175
2024-07-07,F06,P016,428
2024-07-07,F06,P017,246
2024-07-07,F06,P018,258
2024-07-07,F06,P019,105
2024-07-07,F06,P020,80
2024-07-07,F06,P021,888
2024-07-07,F06,P022,24
2024-07-07,F06,P023,229
2024-07-07,F06,P024,480
2024-07-07,F06,P025,344
2024-07-07,F06,P026,30
2024-07-07,F06,P027,1094
2024-07-07,F06,P028,1793
2024-07-07,F06,P029,60
2024-07-07,F06,P030,52
2024-07-07,F06,P031,574
2024-07-07,F06,P032,111
2024-07-07,F06,P033,72
2024-07-07,F06,P034,4
2024-07-07,F06,P035,89
2024-07-07,F06,P036,1004
2024-07-07,F06,P037,78
2024-07-07,F06,P038,279
2024-07-07,F06,P039,107
2024-07-07,F06,P040,62
2024-07-07,F06,P041,49
2024-07-07,F06,P042,46
2024-07-07,F06,P044,41
2024-07-07,F06,P045,490
2024-07-07,F06,P046,505
2024-07-07,F06,P047,141
2024-07-07,F06,P048,123
2024-07-07,F06,P049,130
2024-07-07,F06,P050,862
2024-07-07,F06,P051,442
2024-07-07,F06,P053,664
2024-07-07,F06,P054,134
2024-07-07,F06,P055,219
2024-07-07,F06,P056,66
2024-07-07,F06,P057,159
2024-07-07,F06,P058,250
2024-07-07,F06,P059,899
2024-07-07,F06,P060,292
2024-07-07,F06,P061,39
2024-07-07,F06,P063,82
2024-07-07,F06,P064,670
2024-07-07,F06,P065,527
2024-07-07,F06,P066,340
2024-07-07,F06,P067,137
2024-07-07,F06,P068,360
2024-07-07,F06,P069,498
2024-07-07,F06,P070,1007
2024-07-07,F06,P072,1071
2024-07-07,F06,P073,180
2024-07-07,F06,P074,364
2024-07-07,F06,P075,103
2024-07-07,F06,P076,438
2024-07-07,F06,P077,322
2024-07-07,F06,P078,145
2024-07-07,F06,P079,684
2024-07-07,F06,P080,251
2024-07-07,F06,P081,290
2024-07-07,F06,P082,214
2024-07-07,F06,P083,46
2024-07-07,F06,P084,812
2024-07-07,F06,P085,291
2024-07-07,F06,P086,429
2024-07-07,F06,P087,167
2024-07-07,F06,P089,278
2024-07-07,F06,P090,1097
2024-07-07,F06,P091,159
2024-07-07,F06,P092,258
2024-07-07,F06,P093,198
2024-07-07,F06,P094,52
2024-07-07,F06,P095,1344
2024-07-07,F06,P096,374
2024-07-07,F06,P097,402
2024-07-07,F06,P098,514
2024-07-07,F06,P099,401
2024-07-07,F06,P100,274
2024-07-14,F01,P001,602
2024-07-14,F01,P003,90
2024-07-14,F01,P004,383
2024-07-14,F01,P005,72
2024-07-14,F01,P006,361
2024-07-14,F01,P007,288
2024-07-14,F01,P008,103
2024-07-14,F01,P009,151
2024-07-14,F01,P010,150
2024-07-14,F01,P011,74
2024-07-14,F01,P012,21
2024-07-14,F01,P013,236
2024-07-14,F01,P014,220
2024-07-14,F01,P016,70
2024-07-14,F01,P017,121
2024-07-14,F01,P018,38
2024-07-14,F01,P019,424
2024-07-14,F01,P020,36
2024-07-14,F01,P021,161
2024-07-14,F01,P022,150
2024-07-14,F01,P023,33
2024-07-14,F01,P024,137
2024-07-14,F01,P026,307
2024-07-14,F01,P027,224
2024-07-14,F01,P028,114
2024-07-14,F01,P029,50
2024-07-14,F01,P030,173
2024-07-14,F01,P031,370
2024-07-14,F01,P032,295
2024-07-14,F01,P033,175
2024-07-14,F01,P034,61
2024-07-14,F01,P035,177
2024-07-14,F01,P036,1074
2024-07-14,F01,P038,271
2024-07-14,F01,P039,72
2024-07-14,F01,P040,337
2024-07-14,F01,P041,763
2024-07-14,F01,P044,99
2024-07-14,F01,P045,13
2024-07-14,F01,P046,289
2024-07-14,F01,P047,546
2024-07-14,F01,P048,65
2024-07-14,F01,P050,18
2024-07-14,F01,P051,129
2024-07-14,F01,P052,384
2024-07-14,F01,P053,336
2024-07-14,F01,P054,135
2024-07-14,F01,P055,6
2024-07-14,F01,P057,108
2024-07-14,F01,P058,262
2024-07-14,F01,P059,113
2024-07-14,F01,P060,230
2024-07-14,F01,P061,504
2024-07-14,F01,P062,230
2024-07-14,F01,P063,83
2024-07-14,F01,P064,332
2024-07-14,F01,P065,174
2024-07-14,F01,P068,93
2024-07-14,F01,P069,109
2024-07-14,F01,P070,114
2024-07-14,F01,P071,42
2024-07-14,F01,P072,38
2024-07-14,F01,P073,147
2024-07-14,F01,P074,123
2024-07-14,F01,P075,230
2024-07-14,F01,P076,24
2024-07-14,F01,P077,127
2024-07-14,F01,P078,94
2024-07-14,F01,P080,53
2024-07-14,F01,P081,98
2024-07-14,F01,P082,66
2024-07-14,F01,P083,29
2024-07-14,F01,P085,223
2024-07-14,F01,P086,219
2024-07-14,F01,P087,206
2024-07-14,F01,P088,23
2024-07-14,F01,P089,73
2024-07-14,F01,P090,204
2024-07-14,F01,P091,251
2024-07-14,F01,P092,126
2024-07-14,F01,P093,110
2024-07-14,F01,P094,451
2024-07-14,F01,P095,296
2024-07-14,F01,P096,388
2024-07-14,F01,P097,28
2024-07-14,F01,P098,688
2024-07-14,F01,P099,257
2024-07-14,F01,P100,135
2024-07-14,F02,P001,65
2024-07-14,F02,P002,43
2024-07-14,F02,P003,58
2024-07-14,F02,P004,70
2024-07-14,F02,P005,48
2024-07-14,F02,P006,51
2024-07-14,F02,P008,23
2024-07-14,F02,P010,37
2024-07-14,F02,P011,49
2024-07-14,F02,P013,18
2024-07-14,F02,P014,95
2024-07-14,F02,P016,49
2024-07-14,F02,P017,19
2024-07-14,F02,P018,45
2024-07-14,F02,P019,49
2024-07-14,F02,P020,31
2024-07-14,F02,P021,32
2024-07-14,F02,P022,13
2024-07-14,F02,P023,24
2024-07-14,F02,P026,6
2024-07-14,F02,P027,34
2024-07-14,F02,P028,77
2024-07-14,F02,P029,33
2024-07-14,F02,P030,27
2024-07-14,F02,P031,45
2024-07-14,F02,P032,101
2024-07-14,F02,P033,13
2024-07-14,F02,P034,27
2024-07-14,F02,P036,50
2024-07-14,F02,P037,21
2024-07-14,F02,P038,68
2024-07-14,F02,P041,21
2024-07-14,F02,P042,44
2024-07-14,F02,P043,12
2024-07-14,F02,P044,107
2024-07-14,F02,P045,39
2024-07-14,F02,P046,46
2024-07-14,F02,P047,119
2024-07-14,F02,P048,6
2024-07-14,F02,P049,20
2024-07-14,F02,P050,46
2024-07-14,F02,P051,24
2024-07-14,F02,P053,50
2024-07-14,F02,P054,142
2024-07-14,F02,P055,51
2024-07-14,F02,P056,101
2024-07-14,F02,P057,21
2024-07-14,F02,P058,21
2024-07-14,F02,P060,21
2024-07-14,F02,P061,27
2024-07-14,F02,P062,22
2024-07-14,F02,P063,37
2024-07-14,F02,P064,14
2024-07-14,F02,P065,22
2024-07-14,F02,P068,61
2024-07-14,F02,P069,91
2024-07-14,F02,P070,42
2024-07-14,F02,P071,17
2024-07-14,F02,P072,12
2024-07-14,F02,P073,19
2024-07-14,F02,P075,32
2024-07-14,F02,P077,100
2024-07-14,F02,P079,11
2024-07-14,F02,P080,18
2024-07-14,F02,P081,47
2024-07-14,F02,P082,20
2024-07-14,F02,P084,6
2024-07-14,F02,P085,55
2024-07-14,F02,P087,29
2024-07-14,F02,P088,22
2024-07-14,F02,P092,65
2024-07-14,F02,P095,21
2024-07-14,F02,P096,26
2024-07-14,F02,P097,57
2024-07-14,F02,P098,17
2024-07-14,F02,P099,57
2024-07-14,F02,P100,18
2024-07-14,F03,P001,146
2024-07-14,F03,P002,52
2024-07-14,F03,P003,19
2024-07-14,F03,P004,15
2024-07-14,F03,P005,40
2024-07-14,F03,P006,197
2024-07-14,F03,P007,81
2024-07-14,F03,P008,46
2024-07-14,F03,P009,37
2024-07-14,F03,P010,34
2024-07-14,F03,P011,42
2024-07-14,F03,P012,36
2024-07-14,F03,P013,32
2024-07-14,F03,P014,41
2024-07-14,F03,P015,6
2024-07-14,F03,P016,52
2024-07-14,F03,P017,17
2024-07-14,F03,P018,71
2024-07-14,F03,P020,102
2024-07-14,F03,P021,128
2024-07-14,F03,P022,11
2024-07-14,F03,P023,147
2024-07-14,F03,P024,100
2024-07-14,F03,P025,68
2024-07-14,F03,P026,28
2024-07-14,F03,P027,139
2024-07-14,F03,P028,39
2024-07-14,F03,P029,49
2024-07-14,F03,P030,56
2024-07-14,F03,P032,61
2024-07-14,F03,P033,29
2024-07-14,F03,P034,151
2024-07-14,F03,P035,107
2024-07-14,F03,P036,29
2024-07-14,F03,P037,44
2024-07-14,F03,P038,69
2024-07-14,F03,P039,83
2024-07-14,F03,P040,118
2024-07-14,F03,P041,49
2024-07-14,F03,P042,73
2024-07-14,F03,P043,54
2024-07-14,F03,P044,31
2024-07-14,F03,P045,50
2024-07-14,F03,P046,66
2024-07-14,F03,P047,81
2024-07-14,F03,P048,48
2024-07-14,F03,P049,25
2024-07-14,F03,P050,67
2024-07-14,F03,P051,67
2024-07-14,F03,P052,30
2024-07-14,F03,P053,38
2024-07-14,F03,P054,128
2024-07-14,F03,P055,12
2024-07-14,F03,P056,26
2024-07-14,F03,P057,37
2024-07-14,F03,P058,60
2024-07-14,F03,P059,55
2024-07-14,F03,P060,53
2024-07-14,F03,P061,35
2024-07-14,F03,P062,134
2024-07-14,F03,P063,41
2024-07-14,F03,P064,118
2024-07-14,F03,P065,85
2024-07-14,F03,P066,82
2024-07-14,F03,P067,46
2024-07-14,F03,P068,30
2024-07-14,F03,P069,20
2024-07-14,F03,P070,151
2024-07-14,F03,P071,44
2024-07-14,F03,P072,18
2024-07-14,F03,P073,51
2024-07-14,F03,P074,31
2024-07-14,F03,P076,63
2024-07-14,F03,P077,29
2024-07-14,F03,P078,51
2024-07-14,F03,P079,57
2024-07-14,F03,P080,216
2024-07-14,F03,P081,257
2024-07-14,F03,P082,114
2024-07-14,F03,P083,52
2024-07-14,F03,P084,32
2024-07-14,F03,P085,91
2024-07-14,F03,P086,53
2024-07-14,F03,P087,19
2024-07-14,F03,P088,105
2024-07-14,F03,P089,90
2024-07-14,F03,P090,28
2024-07-14,F03,P091,70
2024-07-14,F03,P092,106
2024-07-14,F03,P093,133
2024-07-14,F03,P094,84
2024-07-14,F03,P095,57
2024-07-14,F03,P096,54
2024-07-14,F03,P097,172
2024-07-14,F03,P098,71
2024-07-14,F03,P099,32
2024-07-14,F03,P100,48
2024-07-14,F04,P001,478
2024-07-14,F04,P002,50
2024-07-14,F04,P003,712
2024-07-14,F04,P004,89
2024-07-14,F04,P005,56
2024-07-14,F04,P006,356
2024-07-14,F04,P007,361
2024-07-14,F04,P008,520
2024-07-14,F04,P009,385
2024-07-14,F04,P010,545
2024-07-14,F04,P011,212
2024-07-14,F04,P013,719
2024-07-14,F04,P014,177
2024-07-14,F04,P015,201
2024-07-14,F04,P016,204
2024-07-14,F04,P018,521
2024-07-14,F04,P019,831
2024-07-14,F04,P020,387
2024-07-14,F04,P021,9
2024-07-14,F04,P022,901
2024-07-14,F04,P023,231
2024-07-14,F04,P026,286
2024-07-14,F04,P027,1668
2024-07-14,F04,P028,70
2024-07-14,F04,P029,74
2024-07-14,F04,P030,181
2024-07-14,F04,P031,333
2024-07-14,F04,P032,728
2024-07-14,F04,P033,53
2024-07-14,F04,P034,615
2024-07-14,F04,P035,30
2024-07-14,F04,P036,542
2024-07-14,F04,P037,846
2024-07-14,F04,P038,145
2024-07-14,F04,P040,344
2024-07-14,F04,P041,356
2024-07-14,F04,P042,79
2024-07-14,F04,P043,403
2024-07-14,F04,P044,51
2024-07-14,F04,P045,398
2024-07-14,F04,P046,895
2024-07-14,F04,P047,664
2024-07-14,F04,P048,524
2024-07-14,F04,P049,244
2024-07-14,F04,P050,513
2024-07-14,F04,P051,489
2024-07-14,F04,P052,186
2024-07-14,F04,P053,505
2024-07-14,F04,P054,112
2024-07-14,F04,P055,123
2024-07-14,F04,P056,520
2024-07-14,F04,P057,911
2024-07-14,F04,P058,34
2024-07-14,F04,P059,197
2024-07-14,F04,P061,564
2024-07-14,F04,P062,135
2024-07-14,F04,P063,119
2024-07-14,F04,P064,291
2024-07-14,F04,P065,109
2024-07-14,F04,P069,1385
2024-07-14,F04,P070,751
2024-07-14,F04,P071,1103
2024-07-14,F04,P072,370
2024-07-14,F04,P073,429
2024-07-14,F04,P074,191
2024-07-14,F04,P075,258
2024-07-14,F04,P076,871
2024-07-14,F04,P077,296
2024-07-14,F04,P078,633
2024-07-14,F04,P079,271
2024-07-14,F04,P081,184
2024-07-14,F04,P082,627
2024-07-14,F04,P083,609
2024-07-14,F04,P084,557
2024-07-14,F04,P085,183
2024-07-14,F04,P086,123
2024-07-14,F04,P087,443
2024-07-14,F04,P091,149
2024-07-14,F04,P092,106
2024-07-14,F04,P093,71
2024-07-14,F04,P094,504
2024-07-14,F04,P095,64
2024-07-14,F04,P096,335
2024-07-14,F04,P097,850
2024-07-14,F04,P098,447
2024-07-14,F04,P099,246
2024-07-14,F05,P005,1569
2024-07-14,F05,P008,63
2024-07-14,F05,P009,1824
2024-07-14,F05,P010,1170
2024-07-14,F05,P011,472
2024-07-14,F05,P015,872
2024-07-14,F05,P018,816
2024-07-14,F05,P019,211
2024-07-14,F05,P020,3105
2024-07-14,F05,P021,326
2024-07-14,F05,P022,3397
2024-07-14,F05,P023,993
2024-07-14,F05,P024,216
2024-07-14,F05,P026,1973
2024-07-14,F05,P028,634
2024-07-14,F05,P029,828
2024-07-14,F05,P030,152
2024-07-14,F05,P032,569
2024-07-14,F05,P034,30
2024-07-14,F05,P035,816
2024-07-14,F05,P037,36
2024-07-14,F05,P038,1415
2024-07-14,F05,P042,936
2024-07-14,F05,P043,353
2024-07-14,F05,P045,1700
2024-07-14,F05,P046,815
2024-07-14,F05,P047,1557
2024-07-14,F05,P051,60
2024-07-14,F05,P052,636
2024-07-14,F05,P056,204
2024-07-14,F05,P059,1121
2024-07-14,F05,P061,270
2024-07-14,F05,P062,1213
2024-07-14,F05,P063,1406
2024-07-14,F05,P064,672
2024-07-14,F05,P067,1427
2024-07-14,F05,P070,2407
2024-07-14,F05,P071,919
2024-07-14,F05,P079,1431
2024-07-14,F05,P080,115
2024-07-14,F05,P081,896
2024-07-14,F05,P083,159
2024-07-14,F05,P084,650
2024-07-14,F05,P085,218
2024-07-14,F05,P086,60
2024-07-14,F05,P087,18
2024-07-14,F05,P088,112
2024-07-14,F05,P089,278
2024-07-14,F05,P091,651
2024-07-14,F05,P092,11
2024-07-14,F05,P093,10
2024-07-14,F05,P094,409
2024-07-14,F05,P096,3215
2024-07-14,F06,P001,165
2024-07-14,F06,P003,123
2024-07-14,F06,P004,301
2024-07-14,F06,P005,325
2024-07-14,F06,P006,38
2024-07-14,F06,P007,2016
2024-07-14,F06,P008,169
2024-07-14,F06,P009,516
2024-07-14,F06,P010,900
2024-07-14,F06,P011,349
2024-07-14,F06,P012,172
2024-07-14,F06,P013,24
2024-07-14,F06,P014,194
2024-07-14,F06,P015,171
2024-07-14,F06,P016,491
2024-07-14,F06,P017,417
2024-07-14,F06,P018,12
2024-07-14,F06,P019,615
2024-07-14,F06,P020,426
2024-07-14,F06,P021,527
2024-07-14,F06,P022,135
2024-07-14,F06,P023,269
2024-07-14,F06,P024,23
2024-07-14,F06,P026,31
2024-07-14,F06,P027,86
2024-07-14,F06,P028,74
2024-07-14,F06,P029,57
2024-07-14,F06,P030,55
2024-07-14,F06,P031,360
2024-07-14,F06,P033,966
2024-07-14,F06,P034,1189
2024-07-14,F06,P036,2381
2024-07-14,F06,P037,1276
2024-07-14,F06,P039,520
2024-07-14,F06,P040,161
2024-07-14,F06,P041,77
2024-07-14,F06,P042,1336
2024-07-14,F06,P043,317
2024-07-14,F06,P044,394
2024-07-14,F06,P045,101
2024-07-14,F06,P046,446
2024-07-14,F06,P047,280
2024-07-14,F06,P049,177
2024-07-14,F06,P050,76
2024-07-14,F06,P051,52
2024-07-14,F06,P052,117
2024-07-14,F06,P053,123
2024-07-14,F06,P054,118
2024-07-14,F06,P055,491
2024-07-14,F06,P056,652
2024-07-14,F06,P057,2209
2024-07-14,F06,P058,565
2024-07-14,F06,P059,1238
2024-07-14,F06,P061,114
2024-07-14,F06,P062,326
2024-07-14,F06,P063,447
2024-07-14,F06,P064,1069
2024-07-14,F06,P065,1389
2024-07-14,F06,P066,334
2024-07-14,F06,P067,918
2024-07-14,F06,P068,620
2024-07-14,F06,P069,266
2024-07-14,F06,P071,277
2024-07-14,F06,P072,425
2024-07-14,F06,P073,286
2024-07-14,F06,P074,203
2024-07-14,F06,P075,166
2024-07-14,F06,P076,2720
2024-07-14,F06,P077,28
2024-07-14,F06,P078,836
2024-07-14,F06,P079,13
2024-07-14,F06,P080,92
2024-07-14,F06,P081,334
2024-07-14,F06,P082,356
2024-07-14,F06,P083,588
2024-07-14,F06,P085,1284
2024-07-14,F06,P086,1802
2024-07-14,F06,P088,339
2024-07-14,F06,P089,468
2024-07-14,F06,P090,299
2024-07-14,F06,P091,574
2024-07-14,F06,P092,382
2024-07-14,F06,P093,622
2024-07-14,F06,P094,943
2024-07-14,F06,P095,92
2024-07-14,F06,P096,353
2024-07-14,F06,P097,56
2024-07-14,F06,P098,793
2024-07-14,F06,P099,68
2024-07-14,F06,P100,1180
2024-07-21,F01,P001,137
2024-07-21,F01,P002,180
2024-07-21,F01,P004,58
2024-07-21,F01,P005,204
2024-07-21,F01,P006,47
2024-07-21,F01,P008,202
2024-07-21,F01,P009,48
2024-07-21,F01,P010,43
2024-07-21,F01,P011,63
2024-07-21,F01,P012,76
2024-07-21,F01,P013,185
2024-07-21,F01,P014,97
2024-07-21,F01,P016,52
2024-07-21,F01,P017,193
2024-07-21,F01,P018,380
2024-07-21,F01,P019,181
2024-07-21,F01,P020,92
2024-07-21,F01,P021,237
2024-07-21,F01,P022,65
2024-07-21,F01,P023,223
2024-07-21,F01,P024,145
2024-07-21,F01,P025,399
2024-07-21,F01,P026,189
2024-07-21,F01,P027,253
2024-07-21,F01,P028,21
2024-07-21,F01,P031,94
2024-07-21,F01,P032,363
2024-07-21,F01,P033,132
2024-07-21,F01,P034,152
2024-07-21,F01,P035,196
2024-07-21,F01,P036,320
2024-07-21,F01,P037,62
2024-07-21,F01,P038,87
2024-07-21,F01,P039,164
2024-07-21,F01,P040,234
2024-07-21,F01,P041,61
2024-07-21,F01,P042,168
2024-07-21,F01,P043,31
2024-07-21,F01,P044,44
2024-07-21,F01,P045,63
2024-07-21,F01,P046,140
2024-07-21,F01,P047,113
2024-07-21,F01,P048,225
2024-07-21,F01,P050,47
2024-07-21,F01,P051,33
2024-07-21,F01,P052,76
2024-07-21,F01,P054,45
2024-07-21,F01,P055,203
2024-07-21,F01,P057,136
2024-07-21,F01,P058,79
2024-07-21,F01,P059,255
2024-07-21,F01,P060,199
2024-07-21,F01,P061,107
2024-07-21,F01,P063,118
2024-07-21,F01,P064,120
2024-07-21,F01,P065,52
2024-07-21,F01,P066,252
2024-07-21,F01,P067,37
2024-07-21,F01,P068,193
2024-07-21,F01,P069,52
2024-07-21,F01,P070,225
2024-07-21,F01,P071,31
2024-07-21,F01,P072,158
2024-07-21,F01,P073,11
2024-07-21,F01,P074,193
2024-07-21,F01,P076,27
2024-07-21,F01,P077,196
2024-07-21,F01,P078,119
2024-07-21,F01,P079,89
2024-07-21,F01,P080,168
2024-07-21,F01,P081,107
2024-07-21,F01,P082,173
2024-07-21,F01,P084,43
2024-07-21,F01,P085,61
2024-07-21,F01,P086,164
2024-07-21,F01,P088,212
2024-07-21,F01,P089,168
2024-07-21,F01,P090,97
2024-07-21,F01,P092,56
2024-07-21,F01,P093,444
2024-07-21,F01,P094,102
2024-07-21,F01,P095,16
2024-07-21,F01,P096,28
2024-07-21,F01,P097,211
2024-07-21,F01,P098,77
2024-07-21,F01,P100,171
2024-07-21,F02,P001,68
2024-07-21,F02,P002,15
2024-07-21,F02,P003,22
2024-07-21,F02,P004,31
2024-07-21,F02,P005,34
2024-07-21,F02,P006,11
2024-07-21,F02,P008,63
2024-07-21,F02,P010,26
2024-07-21,F02,P012,47
2024-07-21,F02,P013,49
2024-07-21,F02,P014,33
2024-07-21,F02,P015,46
2024-07-21,F02,P018,86
2024-07-21,F02,P019,52
2024-07-21,F02,P021,34
2024-07-21,F02,P023,110
2024-07-21,F02,P024,70
2024-07-21,F02,P026,24
2024-07-21,F02,P027,38
2024-07-21,F02,P028,41
2024-07-21,F02,P029,114
2024-07-21,F02,P031,101
2024-07-21,F02,P033,72
2024-07-21,F02,P034,49
2024-07-21,F02,P035,36
