TransferID,Date,OriginFacilityID,DestinationFacilityID,ProductID,TransferPallets,SupplyChainFlow
STO02023,2024-06-16,F03,F04,P098,202.0,EU to EU Internal
STO02024,2024-06-17,F03,F04,P099,249.0,EU to EU Internal
STO02025,2024-06-14,F03,F04,P100,2.0,EU to EU Internal
STO02026,2024-06-13,F01,F05,P002,11.0,EU to EU Internal
STO02027,2024-06-11,F01,F05,P003,24.0,EU to EU Internal
STO02028,2024-06-15,F01,F05,P005,72.0,EU to EU Internal
STO02029,2024-06-18,F01,F05,P007,14.0,EU to EU Internal
STO02030,2024-06-23,F01,F05,P008,7.0,EU to EU Internal
STO02031,2024-06-15,F01,F05,P009,41.0,EU to EU Internal
STO02032,2024-06-22,F01,F05,P010,31.0,EU to EU Internal
STO02033,2024-06-13,F01,F05,P011,29.0,EU to EU Internal
STO02034,2024-06-18,F01,F05,P012,34.0,EU to EU Internal
STO02035,2024-06-16,F01,F05,P015,101.0,EU to EU Internal
STO02036,2024-06-21,F01,F05,P017,13.0,EU to EU Internal
STO02037,2024-06-16,F01,F05,P018,18.0,EU to EU Internal
STO02038,2024-06-18,F01,F05,P019,10.0,EU to EU Internal
STO02039,2024-06-23,F01,F05,P020,83.0,EU to EU Internal
STO02040,2024-06-15,F01,F05,P021,15.0,EU to EU Internal
STO02041,2024-06-20,F01,F05,P022,12.0,EU to EU Internal
STO02042,2024-06-20,F01,F05,P023,14.0,EU to EU Internal
STO02043,2024-06-20,F01,F05,P024,42.0,EU to EU Internal
STO02044,2024-06-22,F01,F05,P025,51.0,EU to EU Internal
STO02045,2024-06-22,F01,F05,P026,4.0,EU to EU Internal
STO02046,2024-06-17,F01,F05,P028,19.0,EU to EU Internal
STO02047,2024-06-16,F01,F05,P029,11.0,EU to EU Internal
STO02048,2024-06-16,F01,F05,P030,6.0,EU to EU Internal
STO02049,2024-06-21,F01,F05,P032,34.0,EU to EU Internal
STO02050,2024-06-18,F01,F05,P034,45.0,EU to EU Internal
STO02051,2024-06-10,F01,F05,P035,6.0,EU to EU Internal
STO02052,2024-06-19,F01,F05,P037,22.0,EU to EU Internal
STO02053,2024-06-23,F01,F05,P038,14.0,EU to EU Internal
STO02054,2024-06-19,F01,F05,P039,47.0,EU to EU Internal
STO02055,2024-06-12,F01,F05,P041,2.0,EU to EU Internal
STO02056,2024-06-11,F01,F05,P042,7.0,EU to EU Internal
STO02057,2024-06-23,F01,F05,P043,21.0,EU to EU Internal
STO02058,2024-06-11,F01,F05,P044,24.0,EU to EU Internal
STO02059,2024-06-22,F01,F05,P045,15.0,EU to EU Internal
STO02060,2024-06-10,F01,F05,P046,68.0,EU to EU Internal
STO02061,2024-06-18,F01,F05,P047,8.0,EU to EU Internal
STO02062,2024-06-19,F01,F05,P048,25.0,EU to EU Internal
STO02063,2024-06-18,F01,F05,P049,8.0,EU to EU Internal
STO02064,2024-06-21,F01,F05,P050,16.0,EU to EU Internal
STO02065,2024-06-15,F01,F05,P051,82.0,EU to EU Internal
STO02066,2024-06-12,F01,F05,P052,24.0,EU to EU Internal
STO02067,2024-06-19,F01,F05,P055,8.0,EU to EU Internal
STO02068,2024-06-21,F01,F05,P056,12.0,EU to EU Internal
STO02069,2024-06-13,F01,F05,P057,25.0,EU to EU Internal
STO02070,2024-06-21,F01,F05,P059,51.0,EU to EU Internal
STO02071,2024-06-23,F01,F05,P061,29.0,EU to EU Internal
STO02072,2024-06-19,F01,F05,P062,13.0,EU to EU Internal
STO02073,2024-06-20,F01,F05,P063,18.0,EU to EU Internal
STO02074,2024-06-22,F01,F05,P064,4.0,EU to EU Internal
STO02075,2024-06-23,F01,F05,P065,9.0,EU to EU Internal
STO02076,2024-06-12,F01,F05,P067,21.0,EU to EU Internal
STO02077,2024-06-23,F01,F05,P069,25.0,EU to EU Internal
STO02078,2024-06-16,F01,F05,P070,73.0,EU to EU Internal
STO02079,2024-06-10,F01,F05,P071,50.0,EU to EU Internal
STO02080,2024-06-23,F01,F05,P072,1.0,EU to EU Internal
STO02081,2024-06-13,F01,F05,P073,26.0,EU to EU Internal
STO02082,2024-06-17,F01,F05,P076,27.0,EU to EU Internal
STO02083,2024-06-12,F01,F05,P077,20.0,EU to EU Internal
STO02084,2024-06-19,F01,F05,P079,25.0,EU to EU Internal
STO02085,2024-06-12,F01,F05,P080,4.0,EU to EU Internal
STO02086,2024-06-12,F01,F05,P081,85.0,EU to EU Internal
STO02087,2024-06-10,F01,F05,P083,17.0,EU to EU Internal
STO02088,2024-06-19,F01,F05,P084,33.0,EU to EU Internal
STO02089,2024-06-10,F01,F05,P085,30.0,EU to EU Internal
STO02090,2024-06-23,F01,F05,P086,27.0,EU to EU Internal
STO02091,2024-06-17,F01,F05,P087,78.0,EU to EU Internal
STO02092,2024-06-17,F01,F05,P088,33.0,EU to EU Internal
STO02093,2024-06-16,F01,F05,P089,91.0,EU to EU Internal
STO02094,2024-06-11,F01,F05,P090,2.0,EU to EU Internal
STO02095,2024-06-20,F01,F05,P091,17.0,EU to EU Internal
STO02096,2024-06-16,F01,F05,P092,41.0,EU to EU Internal
STO02097,2024-06-18,F01,F05,P093,39.0,EU to EU Internal
STO02098,2024-06-17,F01,F05,P094,27.0,EU to EU Internal
STO02099,2024-06-13,F01,F05,P095,6.0,EU to EU Internal
STO02100,2024-06-10,F01,F05,P096,16.0,EU to EU Internal
STO02101,2024-06-21,F01,F05,P097,76.0,EU to EU Internal
STO02102,2024-06-18,F01,F06,P001,32.0,EU to EU Internal
STO02103,2024-06-23,F01,F06,P002,36.0,EU to EU Internal
STO02104,2024-06-11,F01,F06,P003,12.0,EU to EU Internal
STO02105,2024-06-17,F01,F06,P004,194.0,EU to EU Internal
STO02106,2024-06-20,F01,F06,P005,188.0,EU to EU Internal
STO02107,2024-06-21,F01,F06,P006,24.0,EU to EU Internal
STO02108,2024-06-10,F01,F06,P007,20.0,EU to EU Internal
STO02109,2024-06-12,F01,F06,P008,66.0,EU to EU Internal
STO02110,2024-06-10,F01,F06,P009,103.0,EU to EU Internal
STO02111,2024-06-20,F01,F06,P010,60.0,EU to EU Internal
STO02112,2024-06-21,F01,F06,P011,102.0,EU to EU Internal
STO02113,2024-06-20,F01,F06,P012,37.0,EU to EU Internal
STO02114,2024-06-13,F01,F06,P013,16.0,EU to EU Internal
STO02115,2024-06-11,F01,F06,P014,36.0,EU to EU Internal
STO02116,2024-06-16,F01,F06,P015,22.0,EU to EU Internal
STO02117,2024-06-23,F01,F06,P016,103.0,EU to EU Internal
STO02118,2024-06-20,F01,F06,P017,38.0,EU to EU Internal
STO02119,2024-06-10,F01,F06,P018,52.0,EU to EU Internal
STO02120,2024-06-14,F01,F06,P019,62.0,EU to EU Internal
STO02121,2024-06-19,F01,F06,P020,91.0,EU to EU Internal
STO02122,2024-06-23,F01,F06,P021,63.0,EU to EU Internal
STO02123,2024-06-10,F01,F06,P022,82.0,EU to EU Internal
STO02124,2024-06-10,F01,F06,P023,89.0,EU to EU Internal
STO02125,2024-06-23,F01,F06,P024,30.0,EU to EU Internal
STO02126,2024-06-12,F01,F06,P025,36.0,EU to EU Internal
STO02127,2024-06-11,F01,F06,P026,8.0,EU to EU Internal
STO02128,2024-06-18,F01,F06,P027,73.0,EU to EU Internal
STO02129,2024-06-10,F01,F06,P028,67.0,EU to EU Internal
STO02130,2024-06-19,F01,F06,P029,50.0,EU to EU Internal
STO02131,2024-06-13,F01,F06,P030,53.0,EU to EU Internal
STO02132,2024-06-14,F01,F06,P031,111.0,EU to EU Internal
STO02133,2024-06-15,F01,F06,P032,64.0,EU to EU Internal
STO02134,2024-06-11,F01,F06,P033,53.0,EU to EU Internal
STO02135,2024-06-15,F01,F06,P034,26.0,EU to EU Internal
STO02136,2024-06-15,F01,F06,P035,19.0,EU to EU Internal
STO02137,2024-06-17,F01,F06,P036,22.0,EU to EU Internal
STO02138,2024-06-10,F01,F06,P037,28.0,EU to EU Internal
STO02139,2024-06-19,F01,F06,P038,59.0,EU to EU Internal
STO02140,2024-06-11,F01,F06,P039,108.0,EU to EU Internal
STO02141,2024-06-21,F01,F06,P040,56.0,EU to EU Internal
STO02142,2024-06-19,F01,F06,P041,36.0,EU to EU Internal
STO02143,2024-06-12,F01,F06,P042,101.0,EU to EU Internal
STO02144,2024-06-11,F01,F06,P043,12.0,EU to EU Internal
STO02145,2024-06-19,F01,F06,P044,33.0,EU to EU Internal
STO02146,2024-06-22,F01,F06,P045,75.0,EU to EU Internal
STO02147,2024-06-23,F01,F06,P046,98.0,EU to EU Internal
STO02148,2024-06-20,F01,F06,P047,29.0,EU to EU Internal
STO02149,2024-06-13,F01,F06,P048,51.0,EU to EU Internal
STO02150,2024-06-18,F01,F06,P049,34.0,EU to EU Internal
STO02151,2024-06-14,F01,F06,P050,82.0,EU to EU Internal
STO02152,2024-06-11,F01,F06,P051,64.0,EU to EU Internal
STO02153,2024-06-21,F01,F06,P052,74.0,EU to EU Internal
STO02154,2024-06-13,F01,F06,P053,17.0,EU to EU Internal
STO02155,2024-06-18,F01,F06,P054,32.0,EU to EU Internal
STO02156,2024-06-14,F01,F06,P055,35.0,EU to EU Internal
STO02157,2024-06-21,F01,F06,P056,11.0,EU to EU Internal
STO02158,2024-06-21,F01,F06,P057,104.0,EU to EU Internal
STO02159,2024-06-21,F01,F06,P058,84.0,EU to EU Internal
STO02160,2024-06-20,F01,F06,P059,92.0,EU to EU Internal
STO02161,2024-06-12,F01,F06,P060,55.0,EU to EU Internal
STO02162,2024-06-20,F01,F06,P061,66.0,EU to EU Internal
STO02163,2024-06-17,F01,F06,P062,28.0,EU to EU Internal
STO02164,2024-06-11,F01,F06,P063,82.0,EU to EU Internal
STO02165,2024-06-18,F01,F06,P064,49.0,EU to EU Internal
STO02166,2024-06-20,F01,F06,P065,61.0,EU to EU Internal
STO02167,2024-06-23,F01,F06,P066,18.0,EU to EU Internal
STO02168,2024-06-12,F01,F06,P067,43.0,EU to EU Internal
STO02169,2024-06-14,F01,F06,P068,61.0,EU to EU Internal
STO02170,2024-06-13,F01,F06,P069,35.0,EU to EU Internal
STO02171,2024-06-13,F01,F06,P070,22.0,EU to EU Internal
STO02172,2024-06-22,F01,F06,P071,27.0,EU to EU Internal
STO02173,2024-06-14,F01,F06,P072,47.0,EU to EU Internal
STO02174,2024-06-22,F01,F06,P073,140.0,EU to EU Internal
STO02175,2024-06-13,F01,F06,P074,24.0,EU to EU Internal
STO02176,2024-06-13,F01,F06,P075,19.0,EU to EU Internal
STO02177,2024-06-19,F01,F06,P076,60.0,EU to EU Internal
STO02178,2024-06-20,F01,F06,P077,58.0,EU to EU Internal
STO02179,2024-06-22,F01,F06,P078,47.0,EU to EU Internal
STO02180,2024-06-10,F01,F06,P079,43.0,EU to EU Internal
STO02181,2024-06-18,F01,F06,P080,24.0,EU to EU Internal
STO02182,2024-06-13,F01,F06,P081,133.0,EU to EU Internal
STO02183,2024-06-12,F01,F06,P082,91.0,EU to EU Internal
STO02184,2024-06-19,F01,F06,P083,34.0,EU to EU Internal
STO02185,2024-06-16,F01,F06,P084,7.0,EU to EU Internal
STO02186,2024-06-16,F01,F06,P085,67.0,EU to EU Internal
STO02187,2024-06-15,F01,F06,P086,78.0,EU to EU Internal
STO02188,2024-06-17,F01,F06,P087,58.0,EU to EU Internal
STO02189,2024-06-20,F01,F06,P088,48.0,EU to EU Internal
STO02190,2024-06-17,F01,F06,P089,49.0,EU to EU Internal
STO02191,2024-06-19,F01,F06,P090,30.0,EU to EU Internal
STO02192,2024-06-20,F01,F06,P091,44.0,EU to EU Internal
STO02193,2024-06-14,F01,F06,P092,36.0,EU to EU Internal
STO02194,2024-06-23,F01,F06,P093,78.0,EU to EU Internal
STO02195,2024-06-21,F01,F06,P094,99.0,EU to EU Internal
STO02196,2024-06-21,F01,F06,P095,41.0,EU to EU Internal
STO02197,2024-06-15,F01,F06,P096,58.0,EU to EU Internal
STO02198,2024-06-16,F01,F06,P097,119.0,EU to EU Internal
STO02199,2024-06-22,F01,F06,P098,104.0,EU to EU Internal
STO02200,2024-06-20,F01,F06,P099,51.0,EU to EU Internal
STO02201,2024-06-20,F01,F06,P100,56.0,EU to EU Internal
STO02202,2024-07-13,F03,F02,P001,50.0,EU to EU Internal
STO02203,2024-07-16,F03,F02,P002,38.0,EU to EU Internal
STO02204,2024-07-11,F03,F02,P003,68.0,EU to EU Internal
STO02205,2024-07-19,F03,F02,P004,255.0,EU to EU Internal
STO02206,2024-07-13,F03,F02,P005,127.0,EU to EU Internal
STO02207,2024-07-20,F03,F02,P006,11.0,EU to EU Internal
STO02208,2024-07-22,F03,F02,P008,26.0,EU to EU Internal
STO02209,2024-07-22,F03,F02,P009,18.0,EU to EU Internal
STO02210,2024-07-16,F03,F02,P010,61.0,EU to EU Internal
STO02211,2024-07-17,F03,F02,P011,13.0,EU to EU Internal
STO02212,2024-07-17,F03,F02,P012,2.0,EU to EU Internal
STO02213,2024-07-16,F03,F02,P013,32.0,EU to EU Internal
STO02214,2024-07-22,F03,F02,P014,85.0,EU to EU Internal
STO02215,2024-07-24,F03,F02,P015,41.0,EU to EU Internal
STO02216,2024-07-23,F03,F02,P016,51.0,EU to EU Internal
STO02217,2024-07-13,F03,F02,P017,5.0,EU to EU Internal
STO02218,2024-07-14,F03,F02,P018,56.0,EU to EU Internal
STO02219,2024-07-20,F03,F02,P019,120.0,EU to EU Internal
STO02220,2024-07-23,F03,F02,P020,17.0,EU to EU Internal
STO02221,2024-07-13,F03,F02,P021,45.0,EU to EU Internal
STO02222,2024-07-21,F03,F02,P022,37.0,EU to EU Internal
STO02223,2024-07-20,F03,F02,P023,37.0,EU to EU Internal
STO02224,2024-07-20,F03,F02,P024,28.0,EU to EU Internal
STO02225,2024-07-13,F03,F02,P026,44.0,EU to EU Internal
STO02226,2024-07-23,F03,F02,P027,81.0,EU to EU Internal
STO02227,2024-07-15,F03,F02,P028,79.0,EU to EU Internal
STO02228,2024-07-20,F03,F02,P029,106.0,EU to EU Internal
STO02229,2024-07-19,F03,F02,P030,68.0,EU to EU Internal
STO02230,2024-07-14,F03,F02,P031,167.0,EU to EU Internal
STO02231,2024-07-23,F03,F02,P032,13.0,EU to EU Internal
STO02232,2024-07-24,F03,F02,P033,10.0,EU to EU Internal
STO02233,2024-07-18,F03,F02,P034,88.0,EU to EU Internal
STO02234,2024-07-23,F03,F02,P035,29.0,EU to EU Internal
STO02235,2024-07-23,F03,F02,P036,56.0,EU to EU Internal
STO02236,2024-07-18,F03,F02,P037,40.0,EU to EU Internal
STO02237,2024-07-14,F03,F02,P038,136.0,EU to EU Internal
STO02238,2024-07-11,F03,F02,P040,25.0,EU to EU Internal
STO02239,2024-07-23,F03,F02,P041,25.0,EU to EU Internal
STO02240,2024-07-11,F03,F02,P042,84.0,EU to EU Internal
STO02241,2024-07-21,F03,F02,P043,51.0,EU to EU Internal
STO02242,2024-07-11,F03,F02,P044,25.0,EU to EU Internal
STO02243,2024-07-12,F03,F02,P045,39.0,EU to EU Internal
STO02244,2024-07-17,F03,F02,P046,59.0,EU to EU Internal
STO02245,2024-07-14,F03,F02,P047,98.0,EU to EU Internal
STO02246,2024-07-12,F03,F02,P048,38.0,EU to EU Internal
STO02247,2024-07-23,F03,F02,P049,26.0,EU to EU Internal
STO02248,2024-07-24,F03,F02,P050,73.0,EU to EU Internal
STO02249,2024-07-16,F03,F02,P051,53.0,EU to EU Internal
STO02250,2024-07-18,F03,F02,P052,22.0,EU to EU Internal
STO02251,2024-07-23,F03,F02,P053,24.0,EU to EU Internal
STO02252,2024-07-23,F03,F02,P054,29.0,EU to EU Internal
STO02253,2024-07-24,F03,F02,P055,29.0,EU to EU Internal
STO02254,2024-07-24,F03,F02,P056,64.0,EU to EU Internal
STO02255,2024-07-24,F03,F02,P057,70.0,EU to EU Internal
STO02256,2024-07-22,F03,F02,P058,43.0,EU to EU Internal
STO02257,2024-07-12,F03,F02,P059,18.0,EU to EU Internal
STO02258,2024-07-17,F03,F02,P060,20.0,EU to EU Internal
STO02259,2024-07-16,F03,F02,P061,60.0,EU to EU Internal
STO02260,2024-07-14,F03,F02,P062,27.0,EU to EU Internal
STO02261,2024-07-22,F03,F02,P063,64.0,EU to EU Internal
STO02262,2024-07-18,F03,F02,P064,35.0,EU to EU Internal
STO02263,2024-07-23,F03,F02,P065,81.0,EU to EU Internal
STO02264,2024-07-13,F03,F02,P067,14.0,EU to EU Internal
STO02265,2024-07-20,F03,F02,P068,40.0,EU to EU Internal
STO02266,2024-07-23,F03,F02,P069,95.0,EU to EU Internal
STO02267,2024-07-21,F03,F02,P070,113.0,EU to EU Internal
STO02268,2024-07-21,F03,F02,P071,35.0,EU to EU Internal
STO02269,2024-07-12,F03,F02,P072,11.0,EU to EU Internal
STO02270,2024-07-15,F03,F02,P073,11.0,EU to EU Internal
STO02271,2024-07-22,F03,F02,P074,13.0,EU to EU Internal
STO02272,2024-07-19,F03,F02,P075,21.0,EU to EU Internal
STO02273,2024-07-14,F03,F02,P076,31.0,EU to EU Internal
STO02274,2024-07-23,F03,F02,P077,78.0,EU to EU Internal
STO02275,2024-07-16,F03,F02,P079,62.0,EU to EU Internal
STO02276,2024-07-14,F03,F02,P080,12.0,EU to EU Internal
STO02277,2024-07-14,F03,F02,P081,140.0,EU to EU Internal
STO02278,2024-07-23,F03,F02,P082,31.0,EU to EU Internal
STO02279,2024-07-19,F03,F02,P083,6.0,EU to EU Internal
STO02280,2024-07-14,F03,F02,P084,5.0,EU to EU Internal
STO02281,2024-07-20,F03,F02,P085,78.0,EU to EU Internal
STO02282,2024-07-13,F03,F02,P086,22.0,EU to EU Internal
STO02283,2024-07-13,F03,F02,P087,71.0,EU to EU Internal
STO02284,2024-07-21,F03,F02,P088,25.0,EU to EU Internal
STO02285,2024-07-18,F03,F02,P089,17.0,EU to EU Internal
STO02286,2024-07-17,F03,F02,P091,14.0,EU to EU Internal
STO02287,2024-07-16,F03,F02,P092,87.0,EU to EU Internal
STO02288,2024-07-24,F03,F02,P093,3.0,EU to EU Internal
STO02289,2024-07-24,F03,F02,P094,38.0,EU to EU Internal
STO02290,2024-07-20,F03,F02,P095,34.0,EU to EU Internal
STO02291,2024-07-15,F03,F02,P096,40.0,EU to EU Internal
STO02292,2024-07-16,F03,F02,P097,94.0,EU to EU Internal
STO02293,2024-07-12,F03,F02,P098,8.0,EU to EU Internal
STO02294,2024-07-21,F03,F02,P099,18.0,EU to EU Internal
STO02295,2024-07-22,F03,F02,P100,71.0,EU to EU Internal
STO02296,2024-07-14,F03,F04,P001,113.0,EU to EU Internal
STO02297,2024-07-12,F03,F04,P002,64.0,EU to EU Internal
STO02298,2024-07-11,F03,F04,P003,103.0,EU to EU Internal
STO02299,2024-07-23,F03,F04,P004,72.0,EU to EU Internal
STO02300,2024-07-13,F03,F04,P005,55.0,EU to EU Internal
STO02301,2024-07-22,F03,F04,P006,25.0,EU to EU Internal
STO02302,2024-07-17,F03,F04,P007,40.0,EU to EU Internal
STO02303,2024-07-11,F03,F04,P008,25.0,EU to EU Internal
STO02304,2024-07-15,F03,F04,P009,29.0,EU to EU Internal
STO02305,2024-07-19,F03,F04,P010,60.0,EU to EU Internal
STO02306,2024-07-16,F03,F04,P011,6.0,EU to EU Internal
STO02307,2024-07-21,F03,F04,P012,14.0,EU to EU Internal
STO02308,2024-07-23,F03,F04,P013,111.0,EU to EU Internal
STO02309,2024-07-23,F03,F04,P014,82.0,EU to EU Internal
STO02310,2024-07-14,F03,F04,P015,130.0,EU to EU Internal
STO02311,2024-07-12,F03,F04,P016,224.0,EU to EU Internal
STO02312,2024-07-19,F03,F04,P018,88.0,EU to EU Internal
STO02313,2024-07-20,F03,F04,P019,48.0,EU to EU Internal
STO02314,2024-07-19,F03,F04,P020,105.0,EU to EU Internal
STO02315,2024-07-17,F03,F04,P021,33.0,EU to EU Internal
STO02316,2024-07-13,F03,F04,P022,184.0,EU to EU Internal
STO02317,2024-07-14,F03,F04,P023,56.0,EU to EU Internal
STO02318,2024-07-21,F03,F04,P024,8.0,EU to EU Internal
STO02319,2024-07-16,F03,F04,P025,18.0,EU to EU Internal
STO02320,2024-07-20,F03,F04,P026,63.0,EU to EU Internal
STO02321,2024-07-12,F03,F04,P027,209.0,EU to EU Internal
STO02322,2024-07-22,F03,F04,P028,127.0,EU to EU Internal
STO02323,2024-07-12,F03,F04,P029,84.0,EU to EU Internal
STO02324,2024-07-15,F03,F04,P030,192.0,EU to EU Internal
STO02325,2024-07-13,F03,F04,P031,65.0,EU to EU Internal
STO02326,2024-07-17,F03,F04,P032,102.0,EU to EU Internal
STO02327,2024-07-15,F03,F04,P033,38.0,EU to EU Internal
STO02328,2024-07-24,F03,F04,P034,44.0,EU to EU Internal
STO02329,2024-07-23,F03,F04,P035,40.0,EU to EU Internal
STO02330,2024-07-20,F03,F04,P036,61.0,EU to EU Internal
STO02331,2024-07-15,F03,F04,P037,83.0,EU to EU Internal
STO02332,2024-07-12,F03,F04,P038,73.0,EU to EU Internal
STO02333,2024-07-13,F03,F04,P039,20.0,EU to EU Internal
STO02334,2024-07-21,F03,F04,P040,78.0,EU to EU Internal
STO02335,2024-07-23,F03,F04,P041,17.0,EU to EU Internal
STO02336,2024-07-12,F03,F04,P042,114.0,EU to EU Internal
STO02337,2024-07-23,F03,F04,P043,110.0,EU to EU Internal
STO02338,2024-07-21,F03,F04,P044,62.0,EU to EU Internal
STO02339,2024-07-22,F03,F04,P045,70.0,EU to EU Internal
STO02340,2024-07-23,F03,F04,P046,125.0,EU to EU Internal
STO02341,2024-07-23,F03,F04,P047,146.0,EU to EU Internal
STO02342,2024-07-14,F03,F04,P048,47.0,EU to EU Internal
STO02343,2024-07-17,F03,F04,P049,16.0,EU to EU Internal
STO02344,2024-07-14,F03,F04,P050,101.0,EU to EU Internal
STO02345,2024-07-23,F03,F04,P051,235.0,EU to EU Internal
STO02346,2024-07-20,F03,F04,P052,152.0,EU to EU Internal
STO02347,2024-07-24,F03,F04,P053,88.0,EU to EU Internal
STO02348,2024-07-21,F03,F04,P054,56.0,EU to EU Internal
STO02349,2024-07-13,F03,F04,P055,49.0,EU to EU Internal
STO02350,2024-07-22,F03,F04,P056,85.0,EU to EU Internal
STO02351,2024-07-19,F03,F04,P057,137.0,EU to EU Internal
STO02352,2024-07-17,F03,F04,P058,129.0,EU to EU Internal
STO02353,2024-07-23,F03,F04,P059,108.0,EU to EU Internal
STO02354,2024-07-18,F03,F04,P060,11.0,EU to EU Internal
STO02355,2024-07-12,F03,F04,P061,129.0,EU to EU Internal
STO02356,2024-07-12,F03,F04,P062,54.0,EU to EU Internal
STO02357,2024-07-18,F03,F04,P063,83.0,EU to EU Internal
STO02358,2024-07-23,F03,F04,P064,49.0,EU to EU Internal
STO02359,2024-07-24,F03,F04,P065,76.0,EU to EU Internal
STO02360,2024-07-23,F03,F04,P066,9.0,EU to EU Internal
STO02361,2024-07-22,F03,F04,P067,6.0,EU to EU Internal
STO02362,2024-07-13,F03,F04,P068,4.0,EU to EU Internal
STO02363,2024-07-17,F03,F04,P069,35.0,EU to EU Internal
STO02364,2024-07-19,F03,F04,P070,23.0,EU to EU Internal
STO02365,2024-07-20,F03,F04,P071,126.0,EU to EU Internal
STO02366,2024-07-23,F03,F04,P072,65.0,EU to EU Internal
STO02367,2024-07-24,F03,F04,P073,121.0,EU to EU Internal
STO02368,2024-07-14,F03,F04,P074,47.0,EU to EU Internal
STO02369,2024-07-14,F03,F04,P075,72.0,EU to EU Internal
STO02370,2024-07-13,F03,F04,P076,67.0,EU to EU Internal
STO02371,2024-07-15,F03,F04,P077,135.0,EU to EU Internal
STO02372,2024-07-18,F03,F04,P078,29.0,EU to EU Internal
STO02373,2024-07-18,F03,F04,P079,105.0,EU to EU Internal
STO02374,2024-07-16,F03,F04,P080,12.0,EU to EU Internal
STO02375,2024-07-22,F03,F04,P081,203.0,EU to EU Internal
STO02376,2024-07-14,F03,F04,P082,187.0,EU to EU Internal
STO02377,2024-07-17,F03,F04,P083,13.0,EU to EU Internal
STO02378,2024-07-14,F03,F04,P084,97.0,EU to EU Internal
STO02379,2024-07-17,F03,F04,P085,152.0,EU to EU Internal
STO02380,2024-07-12,F03,F04,P086,16.0,EU to EU Internal
STO02381,2024-07-19,F03,F04,P087,88.0,EU to EU Internal
STO02382,2024-07-13,F03,F04,P088,53.0,EU to EU Internal
STO02383,2024-07-23,F03,F04,P089,4.0,EU to EU Internal
STO02384,2024-07-22,F03,F04,P091,131.0,EU to EU Internal
STO02385,2024-07-14,F03,F04,P092,116.0,EU to EU Internal
STO02386,2024-07-17,F03,F04,P093,141.0,EU to EU Internal
STO02387,2024-07-11,F03,F04,P094,265.0,EU to EU Internal
STO02388,2024-07-11,F03,F04,P095,74.0,EU to EU Internal
STO02389,2024-07-13,F03,F04,P096,54.0,EU to EU Internal
STO02390,2024-07-15,F03,F04,P097,88.0,EU to EU Internal
STO02391,2024-07-11,F03,F04,P098,167.0,EU to EU Internal
STO02392,2024-07-11,F03,F04,P099,302.0,EU to EU Internal
STO02393,2024-07-11,F03,F04,P100,8.0,EU to EU Internal
STO02394,2024-07-11,F01,F05,P002,17.0,EU to EU Internal
STO02395,2024-07-22,F01,F05,P003,5.0,EU to EU Internal
STO02396,2024-07-19,F01,F05,P005,52.0,EU to EU Internal
STO02397,2024-07-13,F01,F05,P007,3.0,EU to EU Internal
STO02398,2024-07-13,F01,F05,P008,13.0,EU to EU Internal
STO02399,2024-07-12,F01,F05,P009,24.0,EU to EU Internal
STO02400,2024-07-24,F01,F05,P010,16.0,EU to EU Internal
STO02401,2024-07-17,F01,F05,P011,49.0,EU to EU Internal
STO02402,2024-07-13,F01,F05,P012,13.0,EU to EU Internal
STO02403,2024-07-23,F01,F05,P015,124.0,EU to EU Internal
STO02404,2024-07-16,F01,F05,P018,23.0,EU to EU Internal
STO02405,2024-07-17,F01,F05,P019,17.0,EU to EU Internal
STO02406,2024-07-17,F01,F05,P020,85.0,EU to EU Internal
STO02407,2024-07-22,F01,F05,P021,35.0,EU to EU Internal
STO02408,2024-07-18,F01,F05,P022,17.0,EU to EU Internal
STO02409,2024-07-11,F01,F05,P023,7.0,EU to EU Internal
STO02410,2024-07-11,F01,F05,P024,12.0,EU to EU Internal
STO02411,2024-07-20,F01,F05,P025,17.0,EU to EU Internal
STO02412,2024-07-11,F01,F05,P026,31.0,EU to EU Internal
STO02413,2024-07-15,F01,F05,P028,17.0,EU to EU Internal
STO02414,2024-07-18,F01,F05,P029,14.0,EU to EU Internal
STO02415,2024-07-14,F01,F05,P030,39.0,EU to EU Internal
STO02416,2024-07-19,F01,F05,P032,17.0,EU to EU Internal
STO02417,2024-07-12,F01,F05,P034,18.0,EU to EU Internal
STO02418,2024-07-12,F01,F05,P035,23.0,EU to EU Internal
STO02419,2024-07-15,F01,F05,P037,10.0,EU to EU Internal
STO02420,2024-07-20,F01,F05,P038,35.0,EU to EU Internal
STO02421,2024-07-24,F01,F05,P039,25.0,EU to EU Internal
STO02422,2024-07-20,F01,F05,P041,9.0,EU to EU Internal
STO02423,2024-07-12,F01,F05,P042,19.0,EU to EU Internal
STO02424,2024-07-23,F01,F05,P043,23.0,EU to EU Internal
STO02425,2024-07-16,F01,F05,P044,32.0,EU to EU Internal
STO02426,2024-07-15,F01,F05,P045,15.0,EU to EU Internal
STO02427,2024-07-22,F01,F05,P046,44.0,EU to EU Internal
STO02428,2024-07-20,F01,F05,P047,13.0,EU to EU Internal
STO02429,2024-07-16,F01,F05,P048,10.0,EU to EU Internal
STO02430,2024-07-11,F01,F05,P049,10.0,EU to EU Internal
STO02431,2024-07-20,F01,F05,P050,10.0,EU to EU Internal
STO02432,2024-07-11,F01,F05,P051,22.0,EU to EU Internal
