OrderID,FacilityID,ShipToID,Date,SalesVolume,ProductID,ShipToCountry,ActualPrice
SO024773,F04,ST0195,2024-06-26,430,P022,Italy,8.5
SO024774,F03,ST0168,2024-08-29,183,P088,France,394.17
SO024775,F04,ST0230,2025-05-09,63,P003,Italy,86.72
SO024776,F06,ST0152,2025-04-04,288,P010,Germany,77.37
SO024777,F05,ST0024,2025-03-01,480,P085,Czech Republic,8.41
SO024778,F02,ST0243,2025-01-28,196,P029,Netherlands,81.28
SO024779,F05,ST0031,2025-12-04,86,P088,Czech Republic,408.86
SO024780,F03,ST0100,2024-02-20,361,P067,France,60.59
SO024781,F03,ST0174,2024-04-14,348,P065,France,85.52
SO024782,F06,ST0083,2024-11-24,387,P015,Germany,363.01
SO024783,F03,ST0007,2025-01-10,377,P019,France,404.22
SO024784,F04,ST0221,2025-07-09,103,P024,Italy,93.35
SO024785,F03,ST0151,2024-08-05,53,P008,Belgium,46.46
SO024786,F01,ST0242,2024-02-04,74,P032,Germany,10.04
SO024787,F04,ST0210,2025-06-06,210,P052,Italy,11.29
SO024788,F01,ST0175,2025-08-23,339,P090,Germany,60.49
SO024789,F04,ST0228,2024-12-17,54,P030,Italy,85.95
SO024790,F02,ST0223,2025-09-26,264,P097,Belgium,257.13
SO024791,F03,ST0018,2024-12-13,64,P025,France,387.08
SO024792,F04,ST0095,2024-09-23,46,P093,Italy,101.23
SO024793,F05,ST0078,2024-03-17,93,P029,Czech Republic,70.8
SO024794,F04,ST0180,2025-01-20,201,P010,Italy,99.73
SO024795,F03,ST0106,2025-05-15,127,P060,France,52.94
SO024796,F02,ST0020,2024-11-24,38,P065,Sweden,103.62
SO024797,F01,ST0064,2024-09-04,133,P021,Germany,57.39
SO024798,F06,ST0232,2024-12-28,172,P095,Germany,100.67
SO024799,F01,ST0232,2024-10-25,351,P095,Germany,103.58
SO024800,F06,ST0102,2025-12-06,382,P052,Germany,13.05
SO024801,F03,ST0145,2024-08-20,278,P009,France,67.87
SO024802,F02,ST0222,2024-07-26,407,P034,Netherlands,91.05
SO024803,F03,ST0104,2025-09-15,303,P007,France,76.3
SO024804,F03,ST0100,2024-08-18,37,P007,France,71.95
SO024805,F03,ST0168,2024-09-02,231,P089,France,65.9
SO024806,F02,ST0087,2025-04-27,176,P034,Netherlands,92.85
SO024807,F02,ST0075,2024-03-02,133,P087,Netherlands,261.82
SO024808,F04,ST0142,2024-01-08,228,P004,Italy,306.8
SO024809,F01,ST0194,2025-11-19,271,P060,Germany,68.03
SO024810,F06,ST0184,2025-12-20,75,P042,Germany,77.49
SO024811,F06,ST0092,2024-04-17,165,P053,Germany,9.66
SO024812,F03,ST0240,2025-03-16,489,P013,France,75.41
SO024813,F03,ST0240,2024-04-04,339,P083,France,55.42
SO024814,F01,ST0015,2025-11-17,389,P038,Germany,89.43
SO024815,F03,ST0052,2025-09-29,185,P033,France,57.08
SO024816,F04,ST0171,2024-12-16,486,P021,Italy,57.88
SO024817,F03,ST0190,2025-06-04,336,P095,Spain,99.17
SO024818,F03,ST0088,2025-01-19,232,P039,France,52.65
SO024819,F03,ST0151,2024-12-27,484,P036,Belgium,92.78
SO024820,F04,ST0019,2024-05-10,162,P052,Spain,11.65
SO024821,F03,ST0188,2025-05-10,170,P040,Spain,11.23
SO024822,F04,ST0039,2025-12-26,106,P056,Spain,9.29
SO024823,F06,ST0216,2025-01-15,421,P031,Germany,340.59
SO024824,F06,ST0069,2024-07-30,112,P063,Germany,98.93
SO024825,F03,ST0114,2025-05-02,35,P062,France,66.18
SO024826,F01,ST0246,2024-09-20,237,P008,Germany,45.7
SO024827,F04,ST0182,2025-05-10,364,P035,Italy,63.67
SO024828,F03,ST0034,2024-08-19,103,P045,France,83.47
SO024829,F03,ST0063,2024-04-07,23,P077,France,76.32
SO024830,F01,ST0061,2025-08-01,329,P022,Germany,8.38
SO024831,F03,ST0156,2025-06-20,421,P094,Spain,15.5
SO024832,F04,ST0091,2024-05-23,142,P019,Italy,359.97
SO024833,F03,ST0044,2025-10-19,274,P091,Belgium,70.94
SO024834,F03,ST0093,2025-07-08,419,P032,France,10.26
SO024835,F05,ST0078,2025-02-14,40,P061,Czech Republic,79.52
SO024836,F04,ST0195,2024-04-28,173,P077,Italy,76.67
SO024837,F04,ST0157,2025-10-02,481,P071,Italy,9.9
SO024838,F03,ST0008,2025-01-14,193,P090,France,62.96
SO024839,F02,ST0173,2025-04-03,197,P031,Netherlands,262.54
SO024840,F01,ST0209,2025-01-26,275,P081,Germany,97.56
SO024841,F05,ST0042,2025-11-12,375,P011,Czech Republic,63.99
SO024842,F03,ST0019,2025-01-12,193,P052,Spain,13.19
SO024843,F02,ST0117,2024-10-26,399,P083,Sweden,55.02
SO024844,F04,ST0017,2024-07-22,83,P075,Italy,8.29
SO024845,F06,ST0152,2024-12-07,185,P047,Germany,76.77
SO024846,F03,ST0036,2024-06-29,486,P039,France,46.32
SO024847,F06,ST0209,2025-07-12,150,P049,Germany,53.3
SO024848,F03,ST0114,2025-05-28,31,P037,France,8.01
SO024849,F01,ST0016,2025-02-20,367,P062,Germany,78.8
SO024850,F03,ST0056,2024-06-09,108,P061,France,88.84
SO024851,F03,ST0155,2025-09-26,52,P089,France,65.07
SO024852,F01,ST0120,2024-06-03,44,P049,Germany,52.59
SO024853,F04,ST0195,2025-06-29,150,P071,Italy,9.64
SO024854,F02,ST0151,2024-09-14,311,P010,Belgium,93.79
SO024855,F04,ST0221,2024-10-19,317,P030,Italy,82.38
SO024856,F03,ST0141,2024-05-12,264,P065,France,102.65
SO024857,F01,ST0159,2025-04-14,472,P074,Germany,58.48
SO024858,F02,ST0097,2025-02-08,171,P081,Sweden,94.23
SO024859,F03,ST0146,2025-10-12,96,P044,France,58.07
SO024860,F03,ST0096,2024-04-17,25,P038,France,72.72
SO024861,F02,ST0151,2025-10-20,227,P037,Belgium,10.18
SO024862,F02,ST0131,2025-11-07,30,P013,Belgium,79.41
SO024863,F03,ST0223,2024-05-21,199,P054,Belgium,65.21
SO024864,F04,ST0065,2025-06-07,72,P027,Italy,90.1
SO024865,F01,ST0049,2025-01-02,282,P075,Germany,10.37
SO024866,F06,ST0029,2024-02-07,279,P081,Germany,94.89
SO024867,F02,ST0158,2024-07-12,215,P042,Netherlands,65.29
SO024868,F04,ST0082,2025-04-02,49,P053,Italy,11.79
SO024869,F06,ST0108,2024-09-15,265,P022,Germany,8.62
SO024870,F03,ST0249,2024-10-29,201,P043,Spain,82.1
SO024871,F05,ST0078,2024-01-22,172,P044,Czech Republic,57.34
SO024872,F04,ST0212,2024-06-08,183,P003,Spain,98.17
SO024873,F01,ST0181,2025-07-16,101,P040,Germany,10.94
SO024874,F01,ST0170,2024-08-19,205,P095,Germany,99.83
SO024875,F06,ST0137,2024-12-20,442,P097,Germany,285.22
SO024876,F04,ST0142,2025-04-28,266,P076,Italy,68.23
SO024877,F01,ST0122,2025-05-20,228,P032,Germany,8.34
SO024878,F03,ST0002,2024-02-08,483,P066,Spain,64.74
SO024879,F02,ST0080,2025-11-03,495,P028,Netherlands,96.77
SO024880,F04,ST0214,2025-04-11,254,P054,Italy,63.55
SO024881,F02,ST0140,2025-04-21,118,P010,Netherlands,93.82
SO024882,F03,ST0008,2025-11-13,401,P069,France,60.39
SO024883,F02,ST0199,2024-04-02,197,P079,Netherlands,90.34
SO024884,F04,ST0172,2024-11-22,189,P003,Italy,95.73
SO024885,F03,ST0034,2025-06-13,171,P060,France,63.25
SO024886,F01,ST0133,2024-11-20,90,P054,Germany,74.29
SO024887,F01,ST0108,2024-12-05,265,P073,Germany,11.01
SO024888,F03,ST0244,2024-12-12,82,P014,Belgium,77.19
SO024889,F03,ST0046,2024-12-03,327,P008,France,51.95
SO024890,F02,ST0131,2025-06-23,212,P005,Belgium,285.5
SO024891,F03,ST0183,2025-08-29,153,P044,Belgium,61.11
SO024892,F03,ST0217,2025-12-30,373,P053,France,13.05
SO024893,F03,ST0145,2025-03-02,426,P009,France,66.01
SO024894,F03,ST0007,2025-05-11,305,P076,France,65.92
SO024895,F04,ST0138,2025-01-09,266,P060,Italy,64.09
SO024896,F04,ST0250,2024-06-14,366,P093,Spain,92.72
SO024897,F02,ST0080,2024-05-05,70,P094,Netherlands,14.44
SO024898,F01,ST0016,2024-12-24,97,P055,Germany,62.06
SO024899,F05,ST0119,2025-06-16,386,P044,Czech Republic,60.29
SO024900,F04,ST0138,2025-09-09,340,P003,Italy,90.32
SO024901,F06,ST0081,2025-11-12,403,P058,Germany,90.75
SO024902,F06,ST0047,2025-04-16,240,P097,Germany,234.5
SO024903,F03,ST0110,2025-01-03,326,P092,France,102.03
SO024904,F04,ST0229,2025-08-04,36,P091,Italy,72.89
SO024905,F01,ST0242,2025-05-03,95,P051,Germany,8.18
SO024906,F04,ST0221,2025-10-23,11,P024,Italy,94.48
SO024907,F03,ST0021,2025-04-08,151,P049,France,47.45
SO024908,F04,ST0164,2024-02-16,499,P040,Italy,12.47
SO024909,F03,ST0043,2024-03-10,425,P070,France,58.47
SO024910,F03,ST0201,2025-07-05,453,P039,France,52.44
SO024911,F02,ST0160,2024-01-18,333,P029,Netherlands,86.63
SO024912,F04,ST0228,2024-06-29,468,P050,Italy,95.11
SO024913,F01,ST0152,2025-11-13,30,P063,Germany,88.75
SO024914,F04,ST0185,2024-01-05,478,P056,Spain,9.21
SO024915,F03,ST0059,2024-01-01,186,P025,Spain,372.19
SO024916,F03,ST0026,2025-04-18,471,P050,France,85.74
SO024917,F05,ST0053,2025-10-06,492,P050,Czech Republic,85.02
SO024918,F03,ST0126,2025-07-31,468,P019,Belgium,404.0
SO024919,F06,ST0149,2025-10-10,62,P065,Sweden,107.04
SO024920,F04,ST0045,2024-08-09,216,P073,Italy,10.23
SO024921,F01,ST0152,2024-06-23,241,P063,Germany,84.59
SO024922,F04,ST0082,2024-08-24,153,P003,Italy,101.39
SO024923,F04,ST0045,2025-06-21,245,P053,Italy,12.0
SO024924,F05,ST0078,2025-10-19,448,P049,Czech Republic,46.34
SO024925,F03,ST0027,2024-10-30,348,P054,France,70.91
SO024926,F04,ST0156,2024-08-01,335,P077,Spain,81.02
SO024927,F03,ST0245,2025-06-28,16,P089,France,54.22
SO024928,F03,ST0056,2025-04-02,17,P068,France,63.19
SO024929,F05,ST0024,2024-02-06,95,P067,Czech Republic,61.04
SO024930,F06,ST0216,2025-09-21,92,P005,Germany,289.77
SO024931,F04,ST0229,2025-12-22,57,P091,Italy,78.71
SO024932,F03,ST0109,2024-02-03,383,P069,France,56.81
SO024933,F04,ST0091,2024-12-31,427,P036,Italy,95.37
SO024934,F04,ST0012,2024-10-10,210,P079,Italy,86.7
SO024935,F03,ST0026,2024-12-26,270,P076,France,68.92
SO024936,F05,ST0071,2025-11-04,78,P030,Czech Republic,80.48
SO024937,F01,ST0035,2025-08-30,136,P078,Germany,53.45
SO024938,F03,ST0139,2025-04-15,193,P071,Spain,8.58
SO024939,F02,ST0140,2024-04-12,338,P004,Netherlands,279.7
SO024940,F04,ST0006,2024-05-31,110,P008,Italy,42.67
SO024941,F01,ST0070,2025-04-19,302,P078,Germany,55.54
SO024942,F04,ST0010,2024-03-16,365,P081,Italy,89.57
SO024943,F03,ST0028,2024-04-20,48,P054,France,64.93
SO024944,F02,ST0226,2024-03-25,69,P041,Belgium,53.42
SO024945,F04,ST0180,2025-08-12,139,P010,Italy,94.99
SO024946,F04,ST0190,2025-04-13,328,P087,Spain,245.12
SO024947,F02,ST0060,2024-02-01,355,P069,Netherlands,48.61
SO024948,F06,ST0047,2025-03-31,251,P016,Germany,351.06
SO024949,F04,ST0135,2025-03-28,202,P058,Italy,83.41
SO024950,F03,ST0063,2025-03-24,285,P077,France,78.59
SO024951,F06,ST0235,2025-02-18,133,P072,Germany,9.92
SO024952,F04,ST0076,2025-07-12,146,P075,Italy,9.21
SO024953,F06,ST0092,2024-07-08,281,P066,Germany,53.93
SO024954,F03,ST0090,2024-02-27,217,P027,France,91.87
SO024955,F02,ST0089,2025-10-09,141,P092,Belgium,103.22
SO024956,F05,ST0042,2024-10-27,427,P023,Czech Republic,103.51
SO024957,F04,ST0230,2024-06-23,378,P043,Italy,66.54
SO024958,F02,ST0131,2025-01-28,241,P020,Belgium,11.59
SO024959,F03,ST0226,2025-01-09,246,P018,Belgium,70.23
SO024960,F05,ST0078,2024-02-16,237,P021,Czech Republic,49.1
SO024961,F03,ST0247,2024-07-25,369,P093,France,98.63
SO024962,F03,ST0125,2024-12-19,249,P020,France,10.38
SO024963,F04,ST0017,2024-06-18,407,P047,Italy,73.43
SO024964,F06,ST0107,2025-06-13,293,P083,Germany,62.48
SO024965,F05,ST0115,2024-07-19,333,P034,Czech Republic,94.21
SO024966,F06,ST0216,2025-09-13,18,P069,Germany,57.26
SO024967,F05,ST0031,2025-05-10,140,P081,Czech Republic,86.14
SO024968,F04,ST0012,2025-12-02,319,P006,Italy,61.09
SO024969,F04,ST0012,2025-08-19,335,P079,Italy,82.08
SO024970,F04,ST0210,2025-05-30,252,P063,Italy,83.42
SO024971,F04,ST0094,2025-06-07,74,P016,Italy,345.06
SO024972,F06,ST0037,2024-12-23,13,P100,Germany,78.55
SO024973,F06,ST0175,2024-09-14,281,P039,Germany,51.9
SO024974,F04,ST0230,2024-12-03,356,P091,Italy,69.8
SO024975,F02,ST0149,2024-09-10,372,P071,Sweden,10.23
SO024976,F03,ST0204,2025-01-24,105,P084,Spain,16.31
SO024977,F01,ST0069,2025-02-14,240,P031,Germany,319.48
SO024978,F04,ST0143,2025-02-03,84,P073,Spain,10.41
SO024979,F04,ST0144,2025-08-11,399,P047,Italy,82.52
SO024980,F06,ST0179,2024-10-09,476,P011,Germany,66.68
SO024981,F03,ST0001,2024-11-19,55,P009,France,73.87
SO024982,F04,ST0124,2025-06-25,200,P010,Italy,80.97
SO024983,F01,ST0127,2024-07-29,353,P039,Germany,44.33
SO024984,F03,ST0114,2025-01-13,422,P062,France,70.82
SO024985,F06,ST0148,2025-06-29,424,P093,Germany,87.32
SO024986,F03,ST0090,2024-09-07,274,P093,France,83.81
SO024987,F05,ST0178,2025-05-06,75,P012,Czech Republic,47.81
SO024988,F02,ST0149,2024-07-14,60,P006,Sweden,64.58
SO024989,F06,ST0061,2025-03-11,363,P093,Germany,97.95
SO024990,F03,ST0110,2024-09-17,185,P094,France,15.94
SO024991,F03,ST0200,2024-11-02,92,P062,Belgium,78.94
SO024992,F04,ST0180,2024-12-19,75,P010,Italy,98.64
SO024993,F05,ST0054,2025-03-05,426,P035,Czech Republic,79.58
SO024994,F02,ST0160,2024-03-12,323,P019,Netherlands,379.66
SO024995,F03,ST0098,2025-03-16,68,P085,Belgium,8.32
SO024996,F03,ST0145,2024-12-06,117,P100,France,76.18
SO024997,F02,ST0149,2024-02-05,97,P065,Sweden,111.19
SO024998,F03,ST0084,2025-11-13,188,P058,France,75.32
SO024999,F02,ST0213,2024-09-15,215,P070,Netherlands,66.75
SO025000,F03,ST0245,2024-03-15,139,P077,France,66.1
SO025001,F04,ST0012,2024-12-05,172,P019,Italy,361.68
SO025002,F04,ST0010,2024-05-20,269,P010,Italy,91.41
SO025003,F06,ST0030,2024-06-09,118,P094,Germany,14.7
SO025004,F06,ST0133,2025-08-17,25,P044,Germany,63.21
SO025005,F05,ST0178,2024-05-12,171,P080,Czech Republic,60.43
SO025006,F03,ST0121,2025-03-11,436,P088,Spain,366.0
SO025007,F01,ST0147,2025-03-22,225,P076,Germany,68.16
SO025008,F03,ST0114,2025-05-15,64,P100,France,60.36
SO025009,F05,ST0042,2024-11-19,275,P020,Czech Republic,11.32
SO025010,F01,ST0150,2025-05-15,30,P060,Germany,55.08
SO025011,F04,ST0214,2024-01-20,278,P063,Italy,101.13
SO025012,F06,ST0133,2025-01-22,490,P048,Germany,14.41
SO025013,F03,ST0114,2024-10-22,453,P060,France,58.14
SO025014,F03,ST0039,2024-07-22,496,P001,Spain,16.01
SO025015,F02,ST0244,2025-08-06,216,P006,Belgium,54.91
SO025016,F06,ST0032,2025-11-11,379,P042,Sweden,81.51
SO025017,F03,ST0048,2025-10-20,146,P094,France,14.54
SO025018,F06,ST0070,2025-01-23,444,P080,Germany,75.8
SO025019,F03,ST0218,2024-04-13,359,P028,Spain,92.12
SO025020,F02,ST0032,2024-03-01,413,P047,Sweden,83.77
SO025021,F03,ST0240,2025-05-12,437,P025,France,340.29
SO025022,F04,ST0210,2024-12-26,232,P052,Italy,12.73
SO025023,F01,ST0035,2025-06-29,228,P027,Germany,91.68
SO025024,F04,ST0040,2024-03-26,387,P085,Spain,8.51
SO025025,F04,ST0139,2025-12-12,123,P042,Spain,73.97
SO025026,F01,ST0153,2024-07-11,23,P040,Germany,11.86
SO025027,F03,ST0036,2024-08-29,458,P078,France,56.3
SO025028,F04,ST0142,2025-05-18,301,P093,Italy,90.17
SO025029,F05,ST0071,2024-08-22,339,P028,Czech Republic,97.28
SO025030,F04,ST0228,2025-02-22,75,P020,Italy,11.65
SO025031,F03,ST0143,2025-07-23,445,P056,Spain,8.65
SO025032,F04,ST0210,2025-10-13,314,P038,Italy,76.92
SO025033,F01,ST0165,2025-01-30,249,P094,Germany,16.85
SO025034,F02,ST0161,2025-02-08,143,P100,Netherlands,75.72
SO025035,F03,ST0063,2024-02-17,55,P079,France,93.35
SO025036,F02,ST0222,2025-04-05,185,P079,Netherlands,81.66
SO025037,F03,ST0004,2025-02-11,421,P008,France,47.94
SO025038,F01,ST0081,2025-04-25,156,P027,Germany,101.96
SO025039,F03,ST0241,2024-09-14,443,P006,France,64.2
SO025040,F01,ST0216,2024-12-14,80,P009,Germany,72.34
SO025041,F03,ST0093,2024-03-15,354,P026,France,14.49
SO025042,F02,ST0193,2025-11-02,316,P036,Netherlands,84.77
SO025043,F03,ST0215,2025-06-27,359,P095,France,105.44
SO025044,F01,ST0030,2024-01-06,101,P081,Germany,95.14
SO025045,F04,ST0079,2024-01-01,83,P026,Italy,16.02
SO025046,F03,ST0059,2024-09-11,279,P025,Spain,355.9
SO025047,F01,ST0064,2025-11-30,481,P005,Germany,307.31
SO025048,F03,ST0174,2025-08-13,405,P086,France,62.13
SO025049,F06,ST0219,2025-11-04,38,P028,Germany,87.42
SO025050,F01,ST0133,2024-03-03,189,P023,Germany,101.08
SO025051,F04,ST0157,2025-07-23,287,P071,Italy,9.29
SO025052,F03,ST0109,2024-12-01,417,P010,France,103.01
SO025053,F03,ST0096,2025-08-31,338,P045,France,76.68
SO025054,F04,ST0230,2025-10-06,406,P031,Italy,307.82
SO025055,F04,ST0041,2024-05-22,476,P100,Italy,64.84
SO025056,F04,ST0105,2025-02-13,490,P085,Italy,7.66
SO025057,F03,ST0141,2025-09-13,203,P041,France,66.14
SO025058,F01,ST0128,2025-06-14,40,P058,Germany,81.51
SO025059,F05,ST0192,2024-09-16,297,P048,Czech Republic,14.15
SO025060,F02,ST0207,2024-05-30,259,P029,Netherlands,77.39
SO025061,F04,ST0221,2024-02-26,221,P006,Italy,67.53
SO025062,F02,ST0160,2024-11-10,408,P029,Netherlands,89.94
SO025063,F03,ST0026,2025-02-08,481,P050,France,89.54
SO025064,F01,ST0066,2024-01-07,331,P010,Germany,101.16
SO025065,F06,ST0149,2025-11-21,185,P096,Sweden,10.71
SO025066,F03,ST0155,2025-10-02,35,P074,France,62.05
SO025067,F04,ST0072,2024-03-23,25,P081,Italy,88.44
SO025068,F03,ST0026,2025-10-11,107,P029,France,80.59
SO025069,F04,ST0221,2025-10-01,229,P024,Italy,93.78
SO025070,F03,ST0088,2025-04-29,325,P079,France,86.61
SO025071,F03,ST0191,2025-04-25,348,P077,France,67.86
SO025072,F02,ST0025,2025-06-08,102,P084,Netherlands,14.62
SO025073,F06,ST0120,2024-08-08,204,P064,Germany,11.48
SO025074,F01,ST0165,2024-04-17,311,P093,Germany,90.13
SO025075,F01,ST0057,2025-06-30,132,P065,Germany,103.64
SO025076,F04,ST0189,2025-02-24,312,P007,Italy,75.07
SO025077,F04,ST0228,2025-11-12,377,P029,Italy,86.03
SO025078,F04,ST0045,2025-08-29,17,P053,Italy,12.24
SO025079,F03,ST0046,2024-03-19,115,P008,France,46.37
SO025080,F06,ST0232,2025-02-19,471,P010,Germany,93.88
SO025081,F04,ST0095,2024-02-15,380,P073,Italy,10.58
SO025082,F06,ST0107,2024-05-23,468,P077,Germany,77.22
SO025083,F01,ST0120,2025-01-24,79,P087,Germany,285.56
SO025084,F03,ST0241,2024-07-21,94,P081,France,88.89
SO025085,F06,ST0068,2024-09-25,320,P031,Germany,328.65
SO025086,F02,ST0213,2025-08-09,186,P074,Netherlands,58.3
SO025087,F02,ST0183,2024-03-04,82,P044,Belgium,61.26
SO025088,F02,ST0199,2024-03-07,54,P013,Netherlands,76.15
SO025089,F02,ST0080,2024-09-11,160,P033,Netherlands,59.24
SO025090,F03,ST0156,2025-06-18,129,P092,Spain,96.31
SO025091,F05,ST0054,2024-07-12,434,P064,Czech Republic,11.24
SO025092,F04,ST0105,2024-05-29,78,P013,Italy,62.88
SO025093,F03,ST0114,2024-05-18,18,P062,France,65.86
SO025094,F04,ST0138,2025-04-09,32,P060,Italy,58.5
SO025095,F02,ST0055,2025-01-06,427,P026,Netherlands,15.86
SO025096,F04,ST0142,2025-07-14,203,P076,Italy,71.04
SO025097,F06,ST0159,2024-06-05,481,P021,Germany,55.33
SO025098,F03,ST0109,2024-06-11,387,P079,France,87.69
SO025099,F03,ST0200,2024-07-14,470,P021,Belgium,52.29
SO025100,F01,ST0175,2024-10-21,487,P067,Germany,63.14
SO025101,F03,ST0225,2024-03-24,290,P050,France,92.34
SO025102,F03,ST0241,2025-07-12,310,P020,France,10.34
SO025103,F01,ST0132,2025-12-07,26,P002,Germany,90.69
SO025104,F06,ST0101,2024-05-09,208,P095,Germany,98.72
SO025105,F03,ST0247,2025-11-23,332,P079,France,100.64
SO025106,F03,ST0204,2024-03-02,132,P084,Spain,15.09
SO025107,F01,ST0165,2024-07-17,287,P017,Germany,65.46
SO025108,F02,ST0113,2024-09-01,168,P038,Netherlands,85.1
SO025109,F06,ST0148,2025-04-03,18,P007,Germany,64.87
SO025110,F01,ST0120,2025-10-26,57,P065,Germany,110.79
SO025111,F06,ST0120,2024-11-20,341,P050,Germany,99.03
SO025112,F01,ST0216,2025-12-14,130,P021,Germany,58.29
SO025113,F04,ST0210,2025-01-17,148,P052,Italy,12.68
SO025114,F04,ST0210,2025-06-24,228,P041,Italy,58.82
SO025115,F03,ST0249,2025-03-24,125,P051,Spain,8.94
SO025116,F02,ST0222,2024-09-17,171,P070,Netherlands,61.48
SO025117,F03,ST0188,2024-08-27,95,P014,Spain,86.83
SO025118,F06,ST0148,2025-01-08,485,P093,Germany,95.83
SO025119,F05,ST0013,2025-07-04,492,P051,Czech Republic,8.41
SO025120,F03,ST0038,2025-06-18,261,P058,Spain,76.45
SO025121,F03,ST0211,2024-09-11,359,P033,France,55.1
SO025122,F01,ST0003,2024-10-02,121,P069,Germany,51.08
SO025123,F06,ST0062,2025-07-20,58,P050,Germany,93.53
SO025124,F01,ST0003,2025-09-13,345,P039,Germany,44.36
SO025125,F06,ST0035,2025-02-03,482,P075,Germany,9.13
SO025126,F01,ST0239,2024-06-09,93,P002,Germany,89.74
SO025127,F04,ST0006,2025-11-07,145,P097,Italy,277.72
SO025128,F04,ST0051,2025-08-01,286,P079,Italy,91.94
SO025129,F04,ST0237,2024-11-02,251,P046,Italy,11.63
SO025130,F06,ST0129,2025-11-01,98,P023,Germany,112.61
SO025131,F03,ST0008,2024-09-09,394,P068,France,64.91
SO025132,F03,ST0231,2025-04-10,180,P012,France,50.46
SO025133,F04,ST0010,2025-10-06,305,P091,Italy,76.21
SO025134,F04,ST0017,2024-05-14,29,P047,Italy,69.59
SO025135,F02,ST0025,2025-08-22,133,P084,Netherlands,14.77
SO025136,F01,ST0003,2025-04-14,268,P068,Germany,54.0
SO025137,F03,ST0123,2024-02-17,197,P047,Spain,88.39
SO025138,F05,ST0248,2025-11-09,392,P017,Czech Republic,63.19
SO025139,F04,ST0164,2024-02-02,291,P040,Italy,12.69
SO025140,F04,ST0180,2025-10-31,328,P056,Italy,8.81
SO025141,F03,ST0063,2024-04-10,444,P013,France,72.74
SO025142,F03,ST0130,2024-09-26,423,P071,France,8.74
SO025143,F05,ST0077,2024-12-01,225,P018,Czech Republic,78.71
SO025144,F03,ST0038,2024-08-26,168,P026,Spain,14.17
SO025145,F02,ST0213,2025-01-07,78,P079,Netherlands,94.41
SO025146,F03,ST0018,2025-02-02,182,P089,France,66.56
SO025147,F01,ST0066,2025-04-30,33,P059,Germany,85.73
SO025148,F04,ST0040,2025-02-04,11,P094,Spain,15.91
SO025149,F01,ST0011,2025-11-18,242,P049,Germany,50.89
SO025150,F01,ST0137,2024-07-31,287,P011,Germany,62.72
SO025151,F04,ST0111,2024-11-30,78,P038,Spain,87.39
SO025152,F03,ST0238,2024-09-09,83,P085,France,8.15
SO025153,F03,ST0090,2025-06-11,145,P089,France,53.85
SO025154,F03,ST0163,2025-08-17,119,P096,Spain,9.36
SO025155,F03,ST0223,2024-12-17,104,P076,Belgium,70.87
SO025156,F03,ST0039,2024-10-25,173,P001,Spain,16.76
SO025157,F05,ST0031,2024-10-21,162,P045,Czech Republic,87.22
SO025158,F04,ST0188,2024-07-07,117,P096,Spain,10.31
SO025159,F05,ST0042,2025-03-10,469,P046,Czech Republic,10.27
SO025160,F03,ST0118,2025-11-22,34,P040,Spain,12.37
SO025161,F02,ST0206,2024-05-16,432,P037,Sweden,9.39
SO025162,F03,ST0143,2024-12-27,492,P073,Spain,10.45
SO025163,F04,ST0202,2024-05-27,89,P043,Italy,71.92
SO025164,F04,ST0164,2024-04-04,364,P015,Italy,348.14
SO025165,F04,ST0202,2025-04-07,391,P031,Italy,301.66
SO025166,F01,ST0083,2024-02-22,430,P005,Germany,275.8
SO025167,F01,ST0209,2024-12-02,318,P027,Germany,108.47
SO025168,F06,ST0220,2024-10-19,78,P078,Germany,53.42
SO025169,F03,ST0052,2024-04-10,400,P090,France,56.7
SO025170,F04,ST0058,2025-12-17,356,P087,Italy,258.59
SO025171,F03,ST0090,2024-06-20,29,P053,France,9.75
SO025172,F03,ST0090,2025-04-12,101,P013,France,62.67
SO025173,F04,ST0176,2025-05-12,317,P085,Italy,7.45
SO025174,F02,ST0161,2024-01-29,299,P051,Netherlands,9.03
SO025175,F02,ST0243,2025-05-10,267,P008,Netherlands,42.71
SO025176,F06,ST0220,2025-05-12,19,P096,Germany,8.08
SO025177,F01,ST0127,2024-02-23,397,P076,Germany,60.09
SO025178,F02,ST0160,2025-04-02,397,P019,Netherlands,381.05
SO025179,F03,ST0245,2025-04-09,490,P076,France,58.45
SO025180,F01,ST0220,2025-11-05,365,P078,Germany,53.81
SO025181,F03,ST0109,2025-07-18,37,P077,France,78.96
SO025182,F06,ST0153,2024-03-05,485,P032,Germany,10.07
SO025183,F03,ST0008,2024-01-12,354,P069,France,59.81
SO025184,F02,ST0080,2024-10-10,423,P033,Netherlands,59.33
SO025185,F01,ST0047,2025-04-04,116,P035,Germany,68.42
SO025186,F02,ST0025,2024-07-03,445,P026,Netherlands,14.24
SO025187,F03,ST0096,2025-06-24,368,P051,France,8.14
SO025188,F03,ST0200,2025-05-01,477,P067,Belgium,53.36
SO025189,F02,ST0244,2024-12-01,270,P006,Belgium,58.82
SO025190,F04,ST0142,2025-06-17,468,P082,Italy,99.76
SO025191,F02,ST0032,2025-03-06,46,P047,Sweden,84.69
SO025192,F01,ST0235,2025-04-12,301,P039,Germany,48.0
SO025193,F02,ST0060,2025-07-16,147,P001,Netherlands,13.44
SO025194,F06,ST0233,2025-09-16,103,P033,Germany,61.21
